Zip,Multiple Counties,County,Rate
45251,*,Butler,0.065
45251,*,Hamilton,0.078
45252,,Hamilton,0.078
45253,,Hamilton,0.078
45254,,Hamilton,0.078
45255,*,Clermont,0.0675
45255,*,Hamilton,0.078
45258,,Hamilton,0.078
45262,,Hamilton,0.078
45263,,Hamilton,0.078
45264,,Hamilton,0.078
45267,,Hamilton,0.078
45268,,Hamilton,0.078
45269,,Hamilton,0.078
45270,,Hamilton,0.078
45271,,Hamilton,0.078
45274,,Hamilton,0.078
45277,,Hamilton,0.078
45280,,Hamilton,0.078
45296,,Hamilton,0.078
45298,,Hamilton,0.078
45299,,Hamilton,0.078
45301,,Greene,0.0675
45302,,Shelby,0.0725
45303,,Darke,0.0725
45304,*,Darke,0.0725
45304,*,Miami,0.07
45304,*,Preble,0.0725
45305,,Greene,0.0675
45306,*,Auglaize,0.0725
45306,*,Shelby,0.0725
45307,,Greene,0.0675
45308,*,Darke,0.0725
45308,*,Miami,0.07
45309,*,Darke,0.0725
45309,*,Miami,0.07
45309,*,Montgomery,0.075
45309,*,Preble,0.0725
45310,*,Darke,0.0725
45310,*,Mercer,0.0725
45311,,Preble,0.0725
45312,*,Champaign,0.0725
45312,*,Miami,0.07
45314,*,Clark,0.0725
45314,*,Greene,0.0675
45315,,Montgomery,0.075
45316,*,Clark,0.0725
45316,*,Greene,0.0675
45317,*,Champaign,0.0725
45317,*,Miami,0.07
45317,*,Shelby,0.0725
45318,*,Darke,0.0725
45318,*,Miami,0.07
45318,*,Shelby,0.0725
45319,,Clark,0.0725
45320,,Preble,0.0725
45321,,Preble,0.0725
45322,*,Miami,0.07
45322,*,Montgomery,0.075
45323,,Clark,0.0725
45324,*,Clark,0.0725
45324,*,Greene,0.0675
45325,*,Montgomery,0.075
45325,*,Preble,0.0725
45326,*,Miami,0.07
45326,*,Shelby,0.0725
45327,*,Butler,0.065
45327,*,Montgomery,0.075
45327,*,Preble,0.0725
45327,*,Warren,0.0675
45328,,Darke,0.0725
45330,,Preble,0.0725
45331,,Darke,0.0725
45332,,Darke,0.0725
45333,,Shelby,0.0725
45334,*,Auglaize,0.0725
45334,*,Logan,0.0725
45334,*,Shelby,0.0725
45335,*,Clinton,0.0725
45335,*,Fayette,0.0725
45335,*,Greene,0.0675
45336,,Shelby,0.0725
45337,*,Darke,0.0725
45337,*,Miami,0.07
45338,*,Darke,0.0725
45338,*,Montgomery,0.075
45338,*,Preble,0.0725
45339,,Miami,0.07
45340,,Shelby,0.0725
45341,*,Clark,0.0725
45341,*,Greene,0.0675
45342,*,Montgomery,0.075
45342,*,Warren,0.0675
45343,,Montgomery,0.075
45344,*,Champaign,0.0725
45344,*,Clark,0.0725
45344,*,Miami,0.07
45344,*,Montgomery,0.075
45345,,Montgomery,0.075
45346,,Darke,0.0725
45347,*,Darke,0.0725
45347,*,Preble,0.0725
45348,,Darke,0.0725
45349,,Clark,0.0725
45350,,Darke,0.0725
45351,,Darke,0.0725
45352,,Darke,0.0725
45353,,Shelby,0.0725
45354,,Montgomery,0.075
45356,*,Miami,0.07
45356,*,Shelby,0.0725
45358,,Darke,0.0725
45359,,Miami,0.07
45360,,Shelby,0.0725
45361,,Miami,0.07
45362,,Darke,0.0725
45363,*,Darke,0.0725
45363,*,Shelby,0.0725
45365,*,Champaign,0.0725
45365,*,Logan,0.0725
45365,*,Miami,0.07
45365,*,Shelby,0.0725
45367,,Shelby,0.0725
45368,*,Clark,0.0725
45368,*,Greene,0.0675
45369,*,Clark,0.0725
45369,*,Madison,0.07
45370,,Greene,0.0675
45371,*,Miami,0.07
45371,*,Montgomery,0.075
45372,,Clark,0.0725
45373,,Miami,0.07
